strain	host	genetic exchange	lineage	hybrid zone	accession	date	province	country	city	town	db	title	journal	paper_url
HTNV_Aa18-192	Apodemus agrarius		lineage 1	lineage 1	OR700527	2018-12-04	Gyeonggi	South Korea	Yeoncheon	Hyeonga-ri	genbank	"High_resolution phylogeographical surveillance of Hantaan orthohantavirus using rapid amplicon_based Flongle sequencing, Republic of Korea"	Journal of Medical Virology	DOI: 10.1002/jmv.29346
HTNV_Aa18-195	Apodemus agrarius		lineage 1	lineage 1	OR700528	2018-12-04	Gyeonggi	South Korea	Yeoncheon	Hyeonga-ri	genbank	"High_resolution phylogeographical surveillance of Hantaan orthohantavirus using rapid amplicon_based Flongle sequencing, Republic of Korea"	Journal of Medical Virology	DOI: 10.1002/jmv.29346
HTNV_Aa18-197	Apodemus agrarius		lineage 1	lineage 1	OR700529	2018-12-04	Gyeonggi	South Korea	Yeoncheon	Hyeonga-ri	genbank	"High_resolution phylogeographical surveillance of Hantaan orthohantavirus using rapid amplicon_based Flongle sequencing, Republic of Korea"	Journal of Medical Virology	DOI: 10.1002/jmv.29346
HTNV_Aa18-39	Apodemus agrarius	Reassortant	lineage 1	lineage 1	OR700525	2018-05-10	Gyeonggi	South Korea	Paju	Gaekhyeon-ri	genbank	"High_resolution phylogeographical surveillance of Hantaan orthohantavirus using rapid amplicon_based Flongle sequencing, Republic of Korea"	Journal of Medical Virology	DOI: 10.1002/jmv.29346
HTNV_Aa18-43	Apodemus agrarius	Reassortant	lineage 1	lineage 1	OR700526	2018-05-10	Gyeonggi	South Korea	Paju	Gaekhyeon-ri	genbank	"High_resolution phylogeographical surveillance of Hantaan orthohantavirus using rapid amplicon_based Flongle sequencing, Republic of Korea"	Journal of Medical Virology	DOI: 10.1002/jmv.29346
HTNV_Aa19-144	Apodemus agrarius		lineage 2	hybrid zone	MW796115	2019-10-23	Gangwon	South Korea	Hwacheon	Pungsan-ri	genbank	"Multiplex PCR-Based Nanopore Sequencing and Epidemiological Surveillance of Hantaan orthohantavirus in Apodemus agrarius, Republic of Korea"	"Viruses 13, 847 (2021)"	https://doi.org/10.3390/v13050847
HTNV_Aa19-152	Apodemus agrarius		lineage 2	hybrid zone	MW796116	2019-10-23	Gangwon	South Korea	Hwacheon	Pungsan-ri	genbank	"Multiplex PCR-Based Nanopore Sequencing and Epidemiological Surveillance of Hantaan orthohantavirus in Apodemus agrarius, Republic of Korea"	"Viruses 13, 847 (2021)"	https://doi.org/10.3390/v13050847
HTNV_Aa19-153	Apodemus agrarius		lineage 2	hybrid zone	MW796117	2019-10-23	Gangwon	South Korea	Hwacheon	Pungsan-ri	genbank	"Multiplex PCR-Based Nanopore Sequencing and Epidemiological Surveillance of Hantaan orthohantavirus in Apodemus agrarius, Republic of Korea"	"Viruses 13, 847 (2021)"	https://doi.org/10.3390/v13050847
HTNV_Aa19-167	Apodemus agrarius		lineage 1	lineage 1	MW796118	2019-11-19	Gyeonggi	South Korea	Yeoncheon	Sang-ri	genbank	"Multiplex PCR-Based Nanopore Sequencing and Epidemiological Surveillance of Hantaan orthohantavirus in Apodemus agrarius, Republic of Korea"	"Viruses 13, 847 (2021)"	https://doi.org/10.3390/v13050847
HTNV_Aa19-233	Apodemus agrarius		lineage 2	hybrid zone	MW796119	2019-05-07	Gangwon	South Korea	Cheorwon	Gwanu-ri	genbank	"Multiplex PCR-Based Nanopore Sequencing and Epidemiological Surveillance of Hantaan orthohantavirus in Apodemus agrarius, Republic of Korea"	"Viruses 13, 847 (2021)"	https://doi.org/10.3390/v13050847
HTNV_Aa19-236	Apodemus agrarius		lineage 2	hybrid zone	MW796120	2019-05-07	Gangwon	South Korea	Cheorwon	Gwanu-ri	genbank	"Multiplex PCR-Based Nanopore Sequencing and Epidemiological Surveillance of Hantaan orthohantavirus in Apodemus agrarius, Republic of Korea"	"Viruses 13, 847 (2021)"	https://doi.org/10.3390/v13050847
HTNV_Aa19-278	Apodemus agrarius		lineage 2	hybrid zone	MW796121	2019-09-03	Gangwon	South Korea	Cheorwon	Gwanu-ri	genbank	"Multiplex PCR-Based Nanopore Sequencing and Epidemiological Surveillance of Hantaan orthohantavirus in Apodemus agrarius, Republic of Korea"	"Viruses 13, 847 (2021)"	https://doi.org/10.3390/v13050847
HTNV_Aa19-36	Apodemus agrarius		lineage 2	hybrid zone	MW796110	2019-05-15	Gangwon	South Korea	Cheorwon	Dochang-ri	genbank	"Multiplex PCR-Based Nanopore Sequencing and Epidemiological Surveillance of Hantaan orthohantavirus in Apodemus agrarius, Republic of Korea"	"Viruses 13, 847 (2021)"	https://doi.org/10.3390/v13050847
HTNV_Aa19-38	Apodemus agrarius		lineage 2	hybrid zone	MW796111	2019-05-15	Gangwon	South Korea	Cheorwon	Dochang-ri	genbank	"Multiplex PCR-Based Nanopore Sequencing and Epidemiological Surveillance of Hantaan orthohantavirus in Apodemus agrarius, Republic of Korea"	"Viruses 13, 847 (2021)"	https://doi.org/10.3390/v13050847
HTNV_Aa19-39	Apodemus agrarius		lineage 2	hybrid zone	MW796112	2019-05-15	Gangwon	South Korea	Cheorwon	Dochang-ri	genbank	"Multiplex PCR-Based Nanopore Sequencing and Epidemiological Surveillance of Hantaan orthohantavirus in Apodemus agrarius, Republic of Korea"	"Viruses 13, 847 (2021)"	https://doi.org/10.3390/v13050847
HTNV_Aa19-57	Apodemus agrarius	Reassortant	lineage 1	lineage 1	MW796113	2019-05-21	Gyeonggi	South Korea	Pocheon	Jangam-ri	genbank	"Multiplex PCR-Based Nanopore Sequencing and Epidemiological Surveillance of Hantaan orthohantavirus in Apodemus agrarius, Republic of Korea"	"Viruses 13, 847 (2021)"	https://doi.org/10.3390/v13050847
HTNV_Aa19-89	Apodemus agrarius	Reassortant	lineage 2	hybrid zone	MW796114	2019-10-11	Gyeonggi	South Korea	Yeoncheon	Dosin-ri	genbank	"Multiplex PCR-Based Nanopore Sequencing and Epidemiological Surveillance of Hantaan orthohantavirus in Apodemus agrarius, Republic of Korea"	"Viruses 13, 847 (2021)"	https://doi.org/10.3390/v13050847
HTNV_Aa22-127	Apodemus agrarius		lineage 2	hybrid zone	PQ212941	2022-05-27	Gangwon	South Korea	Hwacheon	Guun-ri	genbank	"Epidemiological surveillance and phylogenetic diversity of Orthohantavirus hantanense using high-fidelity nanopore sequencing, Republic of Korea"		
HTNV_Aa22-159	Apodemus agrarius		lineage 2	hybrid zone	PQ212942	2022-06-16	Gangwon	South Korea	Cheorwon	Pungam-ri	genbank	"Epidemiological surveillance and phylogenetic diversity of Orthohantavirus hantanense using high-fidelity nanopore sequencing, Republic of Korea"		
HTNV_Aa22-184	Apodemus agrarius		lineage 1	lineage 1	PQ212943	2022-07-12	Gyeonggi	South Korea	Yeoncheon	Duil-ri	genbank	"Epidemiological surveillance and phylogenetic diversity of Orthohantavirus hantanense using high-fidelity nanopore sequencing, Republic of Korea"		
HTNV_Aa22-65	Apodemus agrarius		lineage 2	hybrid zone	PQ212937	2022-04-20	Gangwon	South Korea	Inje	Gapdun-ri	genbank	"Epidemiological surveillance and phylogenetic diversity of Orthohantavirus hantanense using high-fidelity nanopore sequencing, Republic of Korea"		
HTNV_Aa22-82	Apodemus agrarius		lineage 2	hybrid zone	PQ212938	2022-04-28	Gyeonggi	South Korea	Yeoncheon	Majeon-ri	genbank	"Epidemiological surveillance and phylogenetic diversity of Orthohantavirus hantanense using high-fidelity nanopore sequencing, Republic of Korea"		
HTNV_Aa22-84	Apodemus agrarius	Reassortant	lineage 1	lineage 1	PQ212939	2022-05-04	Gyeonggi	South Korea	Paju	Icheon-ri	genbank	"Epidemiological surveillance and phylogenetic diversity of Orthohantavirus hantanense using high-fidelity nanopore sequencing, Republic of Korea"		
HTNV_Aa22-95	Apodemus agrarius	Reassortant	lineage 1	lineage 1	PQ212940	2022-05-04	Gyeonggi	South Korea	Paju	Icheon-ri	genbank	"Epidemiological surveillance and phylogenetic diversity of Orthohantavirus hantanense using high-fidelity nanopore sequencing, Republic of Korea"		
HTNV_Aa23-115	Apodemus agrarius		lineage 2	hybrid zone	PQ212945	2023-04-20	Gangwon	South Korea	Cheorwon	Sangsa-ri	genbank	"Epidemiological surveillance and phylogenetic diversity of Orthohantavirus hantanense using high-fidelity nanopore sequencing, Republic of Korea"		
HTNV_Aa23-117	Apodemus agrarius		lineage 2	hybrid zone	PQ212946	2023-04-20	Gangwon	South Korea	Cheorwon	Sangsa-ri	genbank	"Epidemiological surveillance and phylogenetic diversity of Orthohantavirus hantanense using high-fidelity nanopore sequencing, Republic of Korea"		
HTNV_Aa23-118	Apodemus agrarius		lineage 2	hybrid zone	PQ212947	2023-04-20	Gangwon	South Korea	Cheorwon	Sangsa-ri	genbank	"Epidemiological surveillance and phylogenetic diversity of Orthohantavirus hantanense using high-fidelity nanopore sequencing, Republic of Korea"		
HTNV_Aa23-130	Apodemus agrarius		lineage 2	hybrid zone	PQ212948	2023-04-20	Gangwon	South Korea	Cheorwon	Sangsa-ri	genbank	"Epidemiological surveillance and phylogenetic diversity of Orthohantavirus hantanense using high-fidelity nanopore sequencing, Republic of Korea"		
HTNV_Aa23-132	Apodemus agrarius		lineage 2	hybrid zone	PQ212949	2023-04-20	Gangwon	South Korea	Cheorwon	Sangsa-ri	genbank	"Epidemiological surveillance and phylogenetic diversity of Orthohantavirus hantanense using high-fidelity nanopore sequencing, Republic of Korea"		
HTNV_Aa23-170	Apodemus agrarius		lineage 1	lineage 1	PQ212950	2023-05-17	Gyeonggi	South Korea	Paju	Baegyeon-ri	genbank	"Epidemiological surveillance and phylogenetic diversity of Orthohantavirus hantanense using high-fidelity nanopore sequencing, Republic of Korea"		
HTNV_Aa23-174	Apodemus agrarius		lineage 1	lineage 1	PQ212951	2023-05-17	Gyeonggi	South Korea	Paju	Baegyeon-ri	genbank	"Epidemiological surveillance and phylogenetic diversity of Orthohantavirus hantanense using high-fidelity nanopore sequencing, Republic of Korea"		
HTNV_Aa23-35	Apodemus agrarius	Reassortant	lineage 2	hybrid zone	PQ212944	2023-03-28	Gyeonggi	South Korea	Yeoncheon	Wacho-ri	genbank	"Epidemiological surveillance and phylogenetic diversity of Orthohantavirus hantanense using high-fidelity nanopore sequencing, Republic of Korea"		
HTNV_Ac19-6	Apodemus chejuensis		lineage 4	lineage 4	MW219756	2019-04-25	Jeju	South Korea	Jeju	Ora-2-dong	genbank	A novel genotype of Hantaan orthohantavirus harbored by Apodemus agrarius chejuensis as a potential etiologic agent of hemorrhagic fever with renal syndrome in Republic of Korea	"PLOS Neglected Tropical Diseases / Published: May 12, 2021"	https://doi.org/10.1371/journal.pntd.0009400
HTNV_Ac20-30	Apodemus chejuensis		lineage 4	lineage 4	MW219759	2020-02-05	Jeju	South Korea	Jeju	Bongseong-ri	genbank	A novel genotype of Hantaan orthohantavirus harbored by Apodemus agrarius chejuensis as a potential etiologic agent of hemorrhagic fever with renal syndrome in Republic of Korea	"PLOS Neglected Tropical Diseases / Published: May 12, 2021"	https://doi.org/10.1371/journal.pntd.0009400
HTNV_Ac20-31	Apodemus chejuensis		lineage 4	lineage 4	MW219760	2020-02-05	Jeju	South Korea	Jeju	Bongseong-ri	genbank	A novel genotype of Hantaan orthohantavirus harbored by Apodemus agrarius chejuensis as a potential etiologic agent of hemorrhagic fever with renal syndrome in Republic of Korea	"PLOS Neglected Tropical Diseases / Published: May 12, 2021"	https://doi.org/10.1371/journal.pntd.0009400
HTNV_Ac20-32	Apodemus chejuensis		lineage 4	lineage 4	MW219761	2020-02-05	Jeju	South Korea	Jeju	Bongseong-ri	genbank	A novel genotype of Hantaan orthohantavirus harbored by Apodemus agrarius chejuensis as a potential etiologic agent of hemorrhagic fever with renal syndrome in Republic of Korea	"PLOS Neglected Tropical Diseases / Published: May 12, 2021"	https://doi.org/10.1371/journal.pntd.0009400
HTNV_Ac20-5	Apodemus chejuensis		lineage 4	lineage 4	MW219757	2020-02-03	Jeju	South Korea	Jeju	Ora-2-dong	genbank	A novel genotype of Hantaan orthohantavirus harbored by Apodemus agrarius chejuensis as a potential etiologic agent of hemorrhagic fever with renal syndrome in Republic of Korea	"PLOS Neglected Tropical Diseases / Published: May 12, 2021"	https://doi.org/10.1371/journal.pntd.0009400
HTNV_Ac20-6	Apodemus chejuensis		lineage 4	lineage 4	MW219758	2020-02-03	Jeju	South Korea	Jeju	Ora-2-dong	genbank	A novel genotype of Hantaan orthohantavirus harbored by Apodemus agrarius chejuensis as a potential etiologic agent of hemorrhagic fever with renal syndrome in Republic of Korea	"PLOS Neglected Tropical Diseases / Published: May 12, 2021"	https://doi.org/10.1371/journal.pntd.0009400
HTNV_ROKA13-8	Homo sapiens		lineage 2	hybrid zone	KU207198	2013-12-16	Gangwon	South Korea	Hwacheon		genbank	Phylogeographic analysis of hemorrhagic fever with renal syndrome patients using multiplex PCR-based next generation sequencing	"Scientific Reports volume 6, Article number: 26017 (2016)"	https://www.nature.com/articles/srep26017
HTNV_ROKA14-11	Homo sapiens	Reassortant	lineage 1	lineage 1	KU207199	2014-11-28	Gyeonggi	South Korea	Paju		genbank	Phylogeographic analysis of hemorrhagic fever with renal syndrome patients using multiplex PCR-based next generation sequencing	"Scientific Reports volume 6, Article number: 26017 (2016)"	https://www.nature.com/articles/srep26017
HTNV_ROKA16-10	Homo sapiens	Reassortant	lineage 3	hybrid zone	MW219744	2016-12-14	Gyeonggi	South Korea	Pocheon		genbank	Urinary genome detection and tracking of Hantaan virus from hemorrhagic fever with renal syndrome patients using multiplex PCRbased next-generation sequencing	"PLOS Neglected Tropical Diseases / Published: Sep 28, 2021"	https://doi.org/10.1371/ journal.pntd.0009707
HTNV_ROKA16-12	Homo sapiens	Reassortant	lineage 1	lineage 1	MW219745	2016-12-19	Gyeonggi	South Korea	Paju		genbank	Urinary genome detection and tracking of Hantaan virus from hemorrhagic fever with renal syndrome patients using multiplex PCRbased next-generation sequencing	"PLOS Neglected Tropical Diseases / Published: Sep 28, 2021"	https://doi.org/10.1371/ journal.pntd.0009707
HTNV_ROKA16-9	Homo sapiens	Reassortant	lineage 2	hybrid zone	MH598466	2016-12-14	Gyeonggi	South Korea	Yeoncheon		genbank	Active Targeted Surveillance to Identify Sites of Emergence of Hantavirus	"Clinical Infectious Diseases, Volume 70, Issue 3, 1 February 2020, Pages 464473"	https://doi.org/10.1093/cid/ciz234
HTNV_ROKA17-15	Homo sapiens		lineage 1	lineage 1	MW219747	2017-10-27	Gyeonggi	South Korea	Yeoncheon		genbank	Urinary genome detection and tracking of Hantaan virus from hemorrhagic fever with renal syndrome patients using multiplex PCRbased next-generation sequencing	"PLOS Neglected Tropical Diseases / Published: Sep 28, 2021"	https://doi.org/10.1371/ journal.pntd.0009707
HTNV_ROKA17-2	Homo sapiens	Reassortant	lineage 1	lineage 1	MW219746	2017-01-10	Gyeonggi	South Korea	Paju		genbank	Urinary genome detection and tracking of Hantaan virus from hemorrhagic fever with renal syndrome patients using multiplex PCRbased next-generation sequencing	"PLOS Neglected Tropical Diseases / Published: Sep 28, 2021"	https://doi.org/10.1371/ journal.pntd.0009707
HTNV_ROKA17-3	Homo sapiens	Reassortant	lineage 1	lineage 1	MH598467	2017-01-12	Gyeonggi	South Korea	Paju		genbank	Active Targeted Surveillance to Identify Sites of Emergence of Hantavirus	"Clinical Infectious Diseases, Volume 70, Issue 3, 1 February 2020, Pages 464473"	https://doi.org/10.1093/cid/ciz234
HTNV_ROKA17-5	Homo sapiens	Reassortant	lineage 1	lineage 1	MH598468	2017-01-14	Gyeonggi	South Korea	Paju		genbank	Active Targeted Surveillance to Identify Sites of Emergence of Hantavirus	"Clinical Infectious Diseases, Volume 70, Issue 3, 1 February 2020, Pages 464473"	https://doi.org/10.1093/cid/ciz234
HTNV_ROKA17-7	Homo sapiens	Reassortant	lineage 1	lineage 1	MH598469	2017-01-17	Gyeonggi	South Korea	Paju		genbank	Active Targeted Surveillance to Identify Sites of Emergence of Hantavirus	"Clinical Infectious Diseases, Volume 70, Issue 3, 1 February 2020, Pages 464473"	https://doi.org/10.1093/cid/ciz234
HTNV_ROKA17-8	Homo sapiens	Reassortant	lineage 1	lineage 1	MH598470	2017-01-18	Gyeonggi	South Korea	Paju		genbank	Active Targeted Surveillance to Identify Sites of Emergence of Hantavirus	"Clinical Infectious Diseases, Volume 70, Issue 3, 1 February 2020, Pages 464473"	https://doi.org/10.1093/cid/ciz234
HTNV_ROKA21-1	Homo sapiens					2021-10-07	Gangwon	South Korea	Cheorwon		genbank			
AFMRI_HTNV20-1	Homo sapiens					2020-11-04	Gangwon	South Korea	Cheorwon		genbank			
HTNV_ROKA19-3	Homo sapiens					2019-12-03	Gangwon	South Korea	Hwacheon		genbank			
HTNV_ROKA19-15	Homo sapiens					2019-03-28	Gangwon	South Korea	Hwacheon		genbank			
HTNV_Aa21-78	Apodemus agrarius					2021-04-14	Gangwon	South Korea	Cheorwon	Yuli-ri	genbank			
HTNV_Aa21-79	Apodemus agrarius					2021-04-14	Gangwon	South Korea	Cheorwon	Yuli-ri	genbank			
HTNV_Aa21-85	Apodemus agrarius					2021-04-14	Gangwon	South Korea	Cheorwon	Yuli-ri	genbank			
HTNV_Aa21-94	Apodemus agrarius					2021-04-14	Gangwon	South Korea	Cheorwon	Yuli-ri	genbank			
HTNV_Aa21-99	Apodemus agrarius					2021-04-14	Gangwon	South Korea	Cheorwon	Yuli-ri	genbank			
HTNV_Aa21-101	Apodemus agrarius					2021-04-14	Gangwon	South Korea	Cheorwon	Yuli-ri	genbank			
HTNV_Aa21-103	Apodemus agrarius					2021-04-14	Gangwon	South Korea	Cheorwon	Yuli-ri	genbank			
HTNV_Aa21-108	Apodemus agrarius					2021-04-14	Gangwon	South Korea	Cheorwon	Yuli-ri	genbank			
SOOV_SC-1	Apodemus peninsulae				DQ056292	1997-XX-XX	Gangwon	South Korea	Hongcheon		genbank	Soochong virus: an antigenically and genetically distinct hantavirus isolated from Apodemus peninsulae in Korea		
SOOV_SC-2	Apodemus peninsulae				AY675354	1997-XX-XX	Gangwon	South Korea	Inje		genbank	Soochong virus: an antigenically and genetically distinct hantavirus isolated from Apodemus peninsulae in Korea		
SOOV_Aa18-104	Apodemus agrarius				PP951061	2018-10-31	Gangwon	South Korea	Pyeongchang		genbank	"Epidemiological Surveillance and Genomic Characterization of Soochong Virus From Apodemus Species Using Multiplex PCR_Based Next_Generation Sequencing, Republic of Korea"		
SOOV_Ap15-21	Apodemus peninsulae				PP951057	2015-09-23	Gangwon	South Korea	Hongcheon		genbank	"Epidemiological Surveillance and Genomic Characterization of Soochong Virus From Apodemus Species Using Multiplex PCR_Based Next_Generation Sequencing, Republic of Korea"		
SOOV_Ap15-22	Apodemus peninsulae				PP951058	2015-09-11	Gangwon	South Korea	Pyeongchang		genbank	"Epidemiological Surveillance and Genomic Characterization of Soochong Virus From Apodemus Species Using Multiplex PCR_Based Next_Generation Sequencing, Republic of Korea"		
SOOV_Ap15-23	Apodemus peninsulae				PP951059	2015-09-23	Gangwon	South Korea	Hongcheon		genbank	"Epidemiological Surveillance and Genomic Characterization of Soochong Virus From Apodemus Species Using Multiplex PCR_Based Next_Generation Sequencing, Republic of Korea"		
SOOV_Ap18-3	Apodemus peninsulae				PP951060	2018-10-31	Gangwon	South Korea	Hongcheon		genbank	"Epidemiological Surveillance and Genomic Characterization of Soochong Virus From Apodemus Species Using Multiplex PCR_Based Next_Generation Sequencing, Republic of Korea"		
HTNV_CUH_2017-1155	Homo sapiens				OR113736	2017-XX-XX	Jeonnam	South Korea			genbank	Etiological agent and clinical characteristics of haemorrhagic fever with renal syndrome in the southern Republic of Korea: a genomic surveillance study		
HTNV_CUH_2018-603	Homo sapiens				OR113739	2018-XX-XX	Jeonnam	South Korea			genbank	Etiological agent and clinical characteristics of haemorrhagic fever with renal syndrome in the southern Republic of Korea: a genomic surveillance study		
HTNV_CUH_2020-003	Homo sapiens				OR113713	2020-XX-XX	Jeonnam	South Korea			genbank	Etiological agent and clinical characteristics of haemorrhagic fever with renal syndrome in the southern Republic of Korea: a genomic surveillance study		
HTNV_CUH_2020-509	Homo sapiens				OR113714	2020-XX-XX	Jeonnam	South Korea			genbank	Etiological agent and clinical characteristics of haemorrhagic fever with renal syndrome in the southern Republic of Korea: a genomic surveillance study		
HTNV_CUH_2021-1167	Homo sapiens				OR113715	2021-XX-XX	Jeonnam	South Korea			genbank	Etiological agent and clinical characteristics of haemorrhagic fever with renal syndrome in the southern Republic of Korea: a genomic surveillance study		
HTNV_CUH_2021-1188	Homo sapiens				OR113742	2021-XX-XX	Jeonnam	South Korea			genbank	Etiological agent and clinical characteristics of haemorrhagic fever with renal syndrome in the southern Republic of Korea: a genomic surveillance study		
HTNV_Ac23-22	Apodemus chejuensis		lineage 4	lineage 4	PQ410900	2023-04-19	Jeju	South Korea	Seogwipo	Hogeun-dong	genbank	"Phylogenetic diversity and molecular evolution of Hantaan virus harbored by Apodemus chejuensis on Jeju Island, Republic of Korea, 2022­2023"		
HTNV_Ac23-20	Apodemus chejuensis		lineage 4	lineage 4	PQ410899	2023-04-19	Jeju	South Korea	Seogwipo	Hogeun-dong	genbank	"Phylogenetic diversity and molecular evolution of Hantaan virus harbored by Apodemus chejuensis on Jeju Island, Republic of Korea, 2022­2023"		
HTNV_Ac23-19	Apodemus chejuensis		lineage 4	lineage 4	PQ410898	2023-04-19	Jeju	South Korea	Seogwipo	Hogeun-dong	genbank	"Phylogenetic diversity and molecular evolution of Hantaan virus harbored by Apodemus chejuensis on Jeju Island, Republic of Korea, 2022­2023"		
HTNV_Ac23-18	Apodemus chejuensis		lineage 4	lineage 4	PQ410897	2023-04-19	Jeju	South Korea	Seogwipo	Hogeun-dong	genbank	"Phylogenetic diversity and molecular evolution of Hantaan virus harbored by Apodemus chejuensis on Jeju Island, Republic of Korea, 2022­2023"		
HTNV_Ac23-17	Apodemus chejuensis		lineage 4	lineage 4	PQ410896	2023-04-19	Jeju	South Korea	Seogwipo	Hogeun-dong	genbank	"Phylogenetic diversity and molecular evolution of Hantaan virus harbored by Apodemus chejuensis on Jeju Island, Republic of Korea, 2022­2023"		
HTNV_Ac23-15	Apodemus chejuensis		lineage 4	lineage 4	PQ410895	2023-04-19	Jeju	South Korea	Seogwipo	Hogeun-dong	genbank	"Phylogenetic diversity and molecular evolution of Hantaan virus harbored by Apodemus chejuensis on Jeju Island, Republic of Korea, 2022­2023"		
HTNV_Ac23-1	Apodemus chejuensis		lineage 4	lineage 4	PQ410894	2023-04-18	Jeju	South Korea	Jeju	Sangdae-ri	genbank	"Phylogenetic diversity and molecular evolution of Hantaan virus harbored by Apodemus chejuensis on Jeju Island, Republic of Korea, 2022­2023"		
HTNV_Ac22-24	Apodemus chejuensis		lineage 4	lineage 4	PQ410893	2022-03-24	Jeju	South Korea	Jeju	Bongseong-ri	genbank	"Phylogenetic diversity and molecular evolution of Hantaan virus harbored by Apodemus chejuensis on Jeju Island, Republic of Korea, 2022­2023"		
HTNV_Ac22-19	Apodemus chejuensis		lineage 4	lineage 4	PQ410892	2022-03-24	Jeju	South Korea	Jeju	Bongseong-ri	genbank	"Phylogenetic diversity and molecular evolution of Hantaan virus harbored by Apodemus chejuensis on Jeju Island, Republic of Korea, 2022­2023"		
HTNV_Aa19-109_CU	Apodemus agrarius				OR113712	2019-XX-XX	Jeonnam	South Korea	Boseong		genbank	Etiological agent and clinical characteristics of haemorrhagic fever with renal syndrome in the southern Republic of Korea: a genomic surveillance study		
HTNV_Aa19-106_CU	Apodemus agrarius				OR113711	2019-XX-XX	Jeonnam	South Korea	Boseong		genbank	Etiological agent and clinical characteristics of haemorrhagic fever with renal syndrome in the southern Republic of Korea: a genomic surveillance study		
HTNV_Aa19-102_CU	Apodemus agrarius				OR113710	2019-XX-XX	Jeonnam	South Korea	Boseong		genbank	Etiological agent and clinical characteristics of haemorrhagic fever with renal syndrome in the southern Republic of Korea: a genomic surveillance study		
HTNV_Aa19-96_CU	Apodemus agrarius				OR113709	2019-XX-XX	Jeonnam	South Korea	Boseong		genbank	Etiological agent and clinical characteristics of haemorrhagic fever with renal syndrome in the southern Republic of Korea: a genomic surveillance study		
HTNV_Aa19-40_CU	Apodemus agrarius				OR113708	2019-XX-XX	Jeonnam	South Korea	Boseong		genbank	Etiological agent and clinical characteristics of haemorrhagic fever with renal syndrome in the southern Republic of Korea: a genomic surveillance study		
HTNV_Aa17-1_CU	Apodemus agrarius				OR113707	2017-XX-XX	Jeonnam	South Korea	Gwangju		genbank	Etiological agent and clinical characteristics of haemorrhagic fever with renal syndrome in the southern Republic of Korea: a genomic surveillance study		
